10	3.94584e-005	3.10853
30	0.000353694	3.04267
50	0.000974676	2.97757
70	0.00188807	2.91369
90	0.00307392	2.85144
110	0.00450812	2.79117
130	0.00616414	2.73314
150	0.00801452	2.67756
170	0.0100322	2.62453
190	0.0121917	2.57412
210	0.0144694	2.52634
230	0.0168443	2.48115
250	0.0192981	2.43846
270	0.0218148	2.3982
290	0.0243811	2.36024
310	0.0269858	2.32446
330	0.0296195	2.29073
350	0.0322747	2.25893
370	0.0349452	2.22893
390	0.0376259	2.2006
410	0.0403128	2.17383
430	0.0430028	2.14851
450	0.0456933	2.12454
470	0.0483822	2.10181
490	0.0510682	2.08024
510	0.0537499	2.05975
530	0.0564266	2.04025
550	0.0590974	2.02168
570	0.0617619	2.00397
590	0.0644198	1.98706
610	0.0670709	1.97089
630	0.0697149	1.95542
650	0.0723519	1.94059
670	0.0749818	1.92636
690	0.0776047	1.9127
710	0.0802205	1.89956
730	0.0828294	1.88692
750	0.0854315	1.87474
770	0.0880269	1.86298
790	0.0906157	1.85164
810	0.093198	1.84068
830	0.095774	1.83007
850	0.0983438	1.8198
870	0.100907	1.80985
890	0.103465	1.80021
910	0.106017	1.79084
930	0.108563	1.78174
950	0.111103	1.7729
970	0.113638	1.76429
990	0.116167	1.75591
1010	0.118691	1.74775
1030	0.12121	1.73979
1050	0.123724	1.73203
1070	0.126232	1.72445
1090	0.128736	1.71705
1110	0.131234	1.70981
1130	0.133728	1.70273
1150	0.136216	1.69581
1170	0.1387	1.68902
1190	0.141179	1.68238
1210	0.143654	1.67587
1230	0.146124	1.66949
1250	0.148589	1.66322
1270	0.151049	1.65707
1290	0.153505	1.65104
1310	0.155957	1.64511
1330	0.158404	1.63928
1350	0.160847	1.63355
1370	0.163285	1.62791
1390	0.165718	1.62236
1410	0.168148	1.6169
1430	0.170573	1.61152
1450	0.172993	1.60623
1470	0.175409	1.60101
1490	0.177821	1.59586
1510	0.180229	1.59079
1530	0.182632	1.58579
1550	0.18503	1.58085
1570	0.187425	1.57598
1590	0.189815	1.57117
1610	0.192201	1.56642
1630	0.194582	1.56172
1650	0.196959	1.55709
1670	0.199332	1.55251
1690	0.201701	1.54798
1710	0.204065	1.5435
1730	0.206424	1.53907
1750	0.20878	1.53469
1770	0.211131	1.53036
1790	0.213477	1.52607
1810	0.21582	1.52183
1830	0.218158	1.51762
1850	0.220491	1.51346
1870	0.22282	1.50934
1890	0.225145	1.50526
1910	0.227465	1.50121
1930	0.229781	1.49721
1950	0.232092	1.49323
1970	0.234399	1.4893
1990	0.236701	1.48539
2010	0.238999	1.48152
2030	0.241293	1.47769
2050	0.243582	1.47388
2070	0.245866	1.4701
2090	0.248146	1.46636
2110	0.250421	1.46264
2130	0.252692	1.45895
2150	0.254958	1.45529
2170	0.257219	1.45166
2190	0.259476	1.44805
2210	0.261729	1.44447
2230	0.263976	1.44092
2250	0.266219	1.43738
2270	0.268458	1.43388
2290	0.270691	1.43039
2310	0.27292	1.42693
2330	0.275144	1.4235
2350	0.277364	1.42008
2370	0.279579	1.41669
2390	0.281789	1.41332
2410	0.283994	1.40997
2430	0.286195	1.40663
2450	0.28839	1.40332
2470	0.290581	1.40003
2490	0.292767	1.39676
2510	0.294948	1.39351
2530	0.297125	1.39027
2550	0.299296	1.38706
2570	0.301463	1.38386
2590	0.303625	1.38068
2610	0.305781	1.37752
2630	0.307933	1.37437
2650	0.31008	1.37124
2670	0.312222	1.36813
2690	0.314359	1.36503
2710	0.316491	1.36195
2730	0.318618	1.35888
2750	0.320741	1.35583
2770	0.322858	1.3528
2790	0.32497	1.34978
2810	0.327077	1.34678
2830	0.329179	1.34378
2850	0.331276	1.34081
2870	0.333368	1.33785
2890	0.335454	1.3349
2910	0.337536	1.33196
2930	0.339613	1.32904
2950	0.341684	1.32613
2970	0.343751	1.32324
2990	0.345812	1.32035
3010	0.347868	1.31749
3030	0.349919	1.31463
3050	0.351965	1.31178
3070	0.354006	1.30895
3090	0.356041	1.30613
3110	0.358072	1.30332
3130	0.360097	1.30053
3150	0.362117	1.29774
3170	0.364131	1.29497
3190	0.366141	1.29221
3210	0.368145	1.28945
3230	0.370144	1.28671
3250	0.372138	1.28399
3270	0.374126	1.28127
3290	0.37611	1.27856
3310	0.378088	1.27586
3330	0.380061	1.27318
3350	0.382028	1.2705
3370	0.38399	1.26784
3390	0.385947	1.26518
3410	0.387899	1.26254
3430	0.389845	1.2599
3450	0.391786	1.25728
3470	0.393722	1.25466
3490	0.395652	1.25206
3510	0.397577	1.24946
3530	0.399497	1.24687
3550	0.401412	1.2443
3570	0.403321	1.24173
3590	0.405225	1.23917
3610	0.407123	1.23662
3630	0.409016	1.23408
3650	0.410904	1.23155
3670	0.412786	1.22903
3690	0.414664	1.22651
3710	0.416535	1.22401
3730	0.418402	1.22151
3750	0.420263	1.21902
3770	0.422118	1.21654
3790	0.423969	1.21407
3810	0.425814	1.21161
3830	0.427653	1.20916
3850	0.429488	1.20671
3870	0.431317	1.20428
3890	0.43314	1.20185
3910	0.434958	1.19943
3930	0.436771	1.19701
3950	0.438578	1.19461
3970	0.440381	1.19221
3990	0.442177	1.18982
4010	0.443969	1.18744
4030	0.445755	1.18507
4050	0.447535	1.1827
4070	0.449311	1.18035
4090	0.45108	1.178
4110	0.452845	1.17565
4130	0.454604	1.17332
4150	0.456358	1.17099
4170	0.458107	1.16867
4190	0.45985	1.16636
4210	0.461588	1.16405
4230	0.46332	1.16176
4250	0.465047	1.15946
4270	0.466769	1.15718
4290	0.468486	1.1549
4310	0.470197	1.15264
4330	0.471902	1.15037
4350	0.473603	1.14812
4370	0.475298	1.14587
4390	0.476988	1.14363
4410	0.478673	1.14139
4430	0.480352	1.13917
4450	0.482026	1.13695
4470	0.483694	1.13473
4490	0.485358	1.13253
4510	0.487016	1.13033
4530	0.488668	1.12813
4550	0.490316	1.12594
4570	0.491958	1.12376
4590	0.493595	1.12159
4610	0.495227	1.11942
4630	0.496853	1.11726
4650	0.498474	1.11511
4670	0.50009	1.11296
4690	0.501701	1.11082
4710	0.503307	1.10869
4730	0.504907	1.10656
4750	0.506502	1.10444
4770	0.508092	1.10232
4790	0.509676	1.10021
4810	0.511256	1.09811
4830	0.51283	1.09601
4850	0.514399	1.09392
4870	0.515963	1.09184
4890	0.517521	1.08976
4910	0.519075	1.08769
4930	0.520623	1.08562
4950	0.522167	1.08356
4970	0.523705	1.08151
4990	0.525238	1.07946
5010	0.526766	1.07742
5030	0.528288	1.07538
5050	0.529806	1.07335
5070	0.531318	1.07133
5090	0.532826	1.06931
5110	0.534328	1.0673
5130	0.535826	1.06529
5150	0.537318	1.06329
5170	0.538805	1.06129
5190	0.540287	1.0593
5210	0.541764	1.05732
5230	0.543236	1.05534
5250	0.544704	1.05337
