10	0.000628343	1.57017
60	0.00377525	1.56702
110	0.00694451	1.56385
160	0.0101552	1.56064
210	0.0134273	1.55737
260	0.0167818	1.55401
310	0.0202418	1.55055
360	0.0238324	1.54696
410	0.0275817	1.54321
460	0.0315215	1.53927
510	0.0356884	1.5351
560	0.0401252	1.53066
610	0.0448819	1.5259
660	0.0500187	1.52076
710	0.0556082	1.51516
760	0.0617394	1.50902
810	0.0685228	1.50222
860	0.076098	1.49462
910	0.0846435	1.48605
960	0.0943923	1.47626
1010	0.105654	1.46494
1060	0.118848	1.45167
1110	0.134562	1.43583
1160	0.153633	1.41655
1210	0.177305	1.39255
1260	0.207494	1.36178
1310	0.247289	1.32092
1360	0.301931	1.26408
1410	0.380787	1.18015
1460	0.500971	1.04608
1510	0.688811	0.810949
1560	0.928326	0.380912
1610	0.974443	-0.22657
1660	0.764785	-0.700089
1710	0.571214	-0.962812
1760	0.444454	-1.11023
1810	0.361464	-1.20096
1860	0.304333	-1.26156
1910	0.263017	-1.30465
1960	0.231887	-1.33678
